# Voltage [mV]	Duration [ms]
-1.19999834773003727e+02	 5.15627960603184619e+01
-1.19910637384289501e+02	 5.20773243645368922e+01
 5.99955990089782745e+01	 5.07691629938687186e+02
-1.19981862325209050e+02	 7.61232123445042816e+02
-4.53012200678792425e+01	 1.99998763986099993e+03
 5.99920276540474617e+01	 3.62795839220924961e+02
-3.58566945080379611e+01	 5.04072353726176132e+01
-1.19552427150826773e+02	 1.46815450668164976e+03
-7.85516727983188474e+01	 5.00904814795439748e+01
 5.99845494562795238e+01	 3.06296454137565320e+02
-1.19577447822244096e+02	 1.38242705764727452e+03
 5.99791209276927475e+01	 5.08092222668741300e+01
-3.38134236901724989e+01	 1.62361878309756406e+02
 5.99800005907912919e+01	 4.88076176646037368e+02
 1.10647028374058607e+01	 5.07481650706600007e+01
 1.15438922167338376e+01	 6.44333438864787240e+02
 2.36556512263581169e+01	 9.95905343290272526e+02
-1.19881459732448391e+02	 5.16121283479957356e+01
 5.99868871963432468e+01	 5.29099904267215351e+01
-1.19937182070383372e+02	 5.11241941392720705e+01
