# Voltage [mV]	Duration [ms]
-4.42633442482838149e+01	 5.02233427823309242e+01
-5.60595444756244419e+01	 5.26838079640644992e+01
 5.99998826807644434e+01	 1.85908349963717257e+02
-3.58573806424454915e+01	 5.01015133353890292e+01
-1.19994759394590091e+02	 7.10828240066428805e+01
 5.99932037141819308e+01	 5.01816717544505622e+01
 5.99834063923621841e+01	 5.28349300223158735e+01
-1.14792594572588314e+02	 5.78366654326219205e+01
-1.19403194162354026e+02	 5.49609634716635824e+01
 5.99911411580017671e+01	 1.45999972296531666e+02
 1.55127118832633357e+01	 5.19857388886474610e+01
 1.81426187036331044e+01	 1.96784329418943969e+02
-3.92203348902432225e+01	 5.03776885238603427e+01
 7.43202063554008419e-01	 5.00046636341900523e+01
-1.19744907067299835e+02	 1.11663373597351736e+02
-1.19802398089276622e+02	 5.74876018648954528e+02
-3.63607135307424443e+01	 6.06351854510168380e+01
-4.33367855978548704e+01	 2.78807541715773084e+02
 5.99925955303673106e+01	 5.40752988391218707e+01
-3.46678482139215163e+01	 5.06177473476347046e+01
