# Voltage [mV]	Duration [ms]
-1.19996872483627982e+02	 1.57188663992829925e+03
-4.36481088976237217e+01	 5.23299419429246882e+02
 5.99953875582918243e+01	 1.95412103935521372e+02
-1.19970163973491566e+02	 1.86718492610242470e+03
 5.99992311013538711e+01	 1.50271634375794133e+03
-7.30897913753331352e+01	 1.81682104591301095e+03
 5.99981564428220011e+01	 1.17237121683712940e+03
-1.19856993943688963e+02	 3.20475689215085424e+02
-2.80917973582741247e+01	 1.44856389110992632e+03
-1.19996131517272360e+02	 8.65195319791889688e+02
-2.98494877365331952e+01	 4.99771925595322386e+02
-1.19928141042385519e+02	 1.87414341764087499e+03
 5.99381537672775266e+01	 1.77636150260878730e+03
 5.96774260204952682e+01	 1.39569649453626835e+03
 5.93783288827389200e+01	 1.08506448971618033e+03
-4.24458547370288954e+01	 1.60388537684171934e+03
 2.81018055539145450e+00	 1.82935340191725413e+03
-2.89811406128075610e+01	 1.28319093912845938e+03
-1.19998938302010501e+02	 9.56554557988551323e+02
-2.69158832977030738e+00	 8.56535707933230924e+02
