# Voltage [mV]	Duration [ms]
 5.99981518075224400e+01	 9.76723540510031626e+02
-2.79013196511874924e+01	 1.91803035524749453e+03
-7.79453679051376298e+01	 1.28407143493763488e+03
 5.99973907545733240e+01	 6.66971787422798116e+02
-1.19991847138806676e+02	 1.51351418502876095e+03
-4.37856675359454215e+01	 1.49981280586837420e+03
 5.99996867645388150e+01	 1.25157101296345263e+03
 9.22970623641720067e+00	 6.01102122089538625e+02
-1.19999818211382347e+02	 1.85228475336459951e+03
-4.46476923818797786e+01	 7.45088359034331688e+02
 5.99974216690018096e+01	 1.98549281606597333e+03
 5.99655219689720127e+01	 1.73252396878142167e+03
-1.19978178783974428e+02	 1.76983447685077772e+03
-2.65127041271437669e+01	 4.21286352655492976e+02
-7.39381165953235495e+01	 8.78945529845800820e+02
 1.50961843759392877e+00	 6.07844213539163775e+02
-3.65948246961943937e+01	 4.49477647925710585e+02
-1.19777626732268317e+02	 2.17575967052586492e+02
-2.94146105898382189e+01	 3.07237809027823971e+02
-1.87106101417964510e+00	 1.53838212265252992e+03
