# Voltage [mV]	Duration [ms]
 5.99999953291768904e+01	 1.70898992506194963e+03
-2.66036936599204594e+01	 1.99938091022345543e+03
-3.71857993516728484e+01	 1.99992322756246767e+03
 5.99999272051479622e+01	 1.99994418398293806e+03
 2.76152100013255470e+01	 1.99989466331248127e+03
 2.67084279066677226e+01	 1.99993915775386449e+03
-9.95813710568918538e+01	 1.99972791970293247e+03
-4.01482302766764576e+01	 1.99999897860685041e+03
-4.13755614665227540e+01	 1.99829159790106951e+03
 5.99999985780784044e+01	 1.99590747934511614e+03
-1.19998040610750593e+02	 1.21136026803587879e+03
-1.30972937941806631e+01	 1.99992877773655164e+03
-7.91631931699703841e+01	 1.99889157082029851e+03
-4.10915516166638000e+01	 1.99940752305642354e+03
-4.18333776401324329e+01	 1.99869513211679873e+03
-4.27692403030491874e+01	 1.99930085645566055e+03
-4.23609832566668203e+01	 1.99990395715368390e+03
 5.99997578857207046e+01	 1.99988067807998164e+03
 2.68235346961666927e+01	 1.99996165058133374e+03
-2.38170649711339664e+01	 1.98397652566756301e+03
