# Voltage [mV]	Duration [ms]
 5.99999999139921130e+01	 1.88311661713801709e+03
-2.45418534982635457e+01	 1.99975143924032454e+03
-9.57869039531292827e+01	 1.99923649054371845e+03
-4.29755469084095978e+01	 1.99927712873542987e+03
 5.99999547140499629e+01	 1.98551591224243020e+03
-1.19997836801394527e+02	 1.71940550526040261e+03
-3.90111263798104630e+01	 1.99813451769400194e+03
-4.17072603555160697e+01	 1.99994236131964385e+03
-4.31867288234047919e+01	 1.99914606562614972e+03
-4.24263605825564625e+01	 1.99996713072303282e+03
 5.99999965819080003e+01	 1.99999928853883148e+03
 2.91082028526861016e+01	 1.99999932599779481e+03
-1.19998858568866169e+02	 1.18446862721783100e+03
-1.13104168936523592e+01	 1.99863809151482587e+03
-8.23887083799076265e+01	 1.99999447325697429e+03
-4.23356012660630654e+01	 1.99973861572203737e+03
-4.22569986560619313e+01	 1.99936731760434077e+03
 5.99999703403731459e+01	 1.99926045593810977e+03
 2.96623632140002513e+01	 1.99999327159361360e+03
 2.92850799654498530e+01	 1.99996529347440128e+03
