# Voltage [mV]	Duration [ms]
-1.19998367273145760e+02	 1.64467928200042638e+03
-5.32336543430215130e+01	 1.99950451422578635e+03
 5.98467393748616416e+01	 1.99589997530525648e+03
-1.19963505365883648e+02	 1.97082478106009285e+03
-4.11114279171009684e+01	 1.95029773526327926e+03
-6.92944720135105285e+00	 1.99061426673321171e+03
-1.19744058459096394e+02	 1.99993579815122121e+03
-1.19008708333273105e+02	 1.85607355859175823e+03
-8.14271106757800567e+00	 1.99998360181470730e+03
-1.19999624694631194e+02	 1.99997286845114581e+03
-3.91099731956845318e+01	 1.98048558103599589e+03
-8.83318689981801697e+01	 1.99461906633976446e+03
 5.99999213318442060e+01	 1.99683496039361989e+03
-2.31547620979127657e+01	 1.99761803256769713e+03
-1.17050933991832409e+02	 1.99663818953955206e+03
 5.90799745540560366e+01	 1.99998811727753287e+03
-1.98392261834259074e+01	 1.99994262755375826e+03
-1.19998629251777984e+02	 1.99997466913127505e+03
 5.99999653025108159e+01	 1.94312956406540593e+03
 5.99491477505096668e+01	 1.99900401546575586e+03
