# Voltage [mV]	Duration [ms]
 5.99999994247474717e+01	 1.96518944642541032e+03
 5.99999965451854678e+01	 5.35030900003156518e+01
-1.19884241941016811e+02	 5.11007143017458958e+01
-1.19992912601867204e+02	 5.00001256864078343e+01
-1.19664398510627308e+02	 1.99986813501812412e+03
-1.19958815364139454e+02	 7.77240185494505766e+01
-1.19999999901530785e+02	 5.00070718073228235e+01
-1.19997279731791778e+02	 6.68825889646818581e+01
-5.25807509856782929e+00	 1.99999999999996544e+03
 5.84598756672356217e+01	 5.21497263270988967e+01
 5.99997423823025429e+01	 5.00000344786692779e+01
-1.19989042280512365e+02	 5.00001416701097554e+01
-1.19998798243738335e+02	 5.00052540969603427e+01
-1.19999732463065428e+02	 5.02655393833435724e+01
-2.22898369257948730e+01	 1.99999999999509168e+03
-1.19480968518420738e+02	 5.15187472859466880e+01
-1.19999998478054877e+02	 5.00041113655251905e+01
-1.19795462237083555e+02	 5.07845131009225597e+01
 5.99979925603126105e+01	 5.67671796528735626e+02
-1.19997828990359054e+02	 7.54712201184080982e+01
