# Voltage [mV]	Duration [ms]
-1.19766999859547809e+02	 1.98573564226632175e+03
-3.54063448602457100e+01	 1.99992641484027604e+03
-7.35768655218453205e+00	 1.99976078009848493e+03
-1.19998651494090822e+02	 1.98934787344805864e+03
 5.99925542282595927e+01	 1.99834431948151246e+03
 5.74734397578241669e+01	 1.99928083969720205e+03
-1.18156712763375793e+02	 1.99955078385586057e+03
-3.80832641098470646e+01	 1.99999578519188890e+03
-1.19917859490883828e+02	 1.98288506496507807e+03
-3.83510454414622188e+01	 1.99857485262007731e+03
-1.19984550669864717e+02	 1.99345324567868283e+03
 5.99622863638734600e+01	 1.96817812601454102e+03
-2.24019527335635189e+01	 1.99649748593678532e+03
 5.99983187891609475e+01	 1.99999069072194175e+03
 3.72757942885765488e+01	 1.99998477993676920e+03
-2.27719188902026133e+01	 1.99999813421642489e+03
-1.19258246031485740e+02	 1.99923239442550425e+03
 5.99790067520297328e+01	 1.99205148049399349e+03
-1.19314494734805635e+02	 1.99999835961887993e+03
-7.37909680716059313e+00	 1.99809302098204830e+03
