# Voltage [mV]	Duration [ms]
-4.20069124109348166e+01	 1.99898300091026454e+03
-1.07621647586855858e+02	 1.99995882224062052e+03
 5.99780813256904253e+01	 1.98632841335070998e+03
-2.44755252272370427e+01	 1.99345497513165287e+03
-1.19990559275812274e+02	 1.98597755063490081e+03
-3.90126039421014923e+01	 1.99436122028752561e+03
-7.39819171339725301e+00	 1.99939672572245081e+03
-1.19917400102995160e+02	 1.99933968740184218e+03
-5.32169536779919525e+01	 1.98117214663083246e+03
 5.99439476841040744e+01	 1.98676934532034124e+03
 5.99844743148967154e+01	 1.99536497618835483e+03
-2.27338082476613579e+01	 1.99924264294650879e+03
-1.19985343785248503e+02	 1.98764658049231548e+03
 5.99999827173125482e+01	 1.99965407639634623e+03
 3.89985845258344170e+01	 1.99800378387585420e+03
-2.13998012845447079e+01	 1.99998052183216350e+03
-1.10036422734630861e+02	 1.99360902401111798e+03
-1.19977607997527414e+02	 1.98269424718584423e+03
-1.19903282342522715e+02	 1.99901777529009041e+03
-7.89815446458030124e+00	 1.99993909151268417e+03
