# Voltage [mV]	Duration [ms]
 5.99998557452027441e+01	 1.99452545593499531e+03
 5.99998755305542915e+01	 1.99791783066748280e+03
-3.22526585479610972e+01	 1.99988132154706000e+03
-9.16186460286125826e-01	 1.99905954765595015e+03
-1.19999356965067449e+02	 1.99829438735044255e+03
-5.29746440998435109e+00	 1.99982093845710006e+03
 1.71838881690339669e+01	 1.99861912495349043e+03
 2.98219950542312091e+01	 1.99920483921350501e+03
 2.57815285392872902e+01	 1.99883698457853825e+03
-1.92405288924771263e+01	 1.99699200305646627e+03
-1.19996989469157867e+02	 1.99930221252386718e+03
-2.46252300381302796e+01	 1.99986750274081055e+03
-1.19998231521848425e+02	 1.99655323061319473e+03
-2.45923946497184716e+01	 1.99991377327154441e+03
-1.19998305110482889e+02	 1.98917477270976769e+03
-6.45223501202444822e+01	 1.99555300377713684e+03
 5.99999861295751060e+01	 1.99510644868421787e+03
-2.35024646501026382e+01	 1.99752836713050601e+03
-1.19999145034757888e+02	 1.99898778621013776e+03
 5.99998502102267040e+01	 1.99785052793290470e+03
