# Voltage [mV]	Duration [ms]
 5.99989104054770124e+01	 1.99771387226281740e+03
-1.19994744146269099e+02	 1.96363282723611246e+03
-2.51675041480544976e+01	 1.99814269977864615e+03
-7.75199050540823720e+01	 1.99995904965774230e+03
 5.99969815751316347e+01	 1.99998890525400270e+03
-1.95431086440494362e+01	 1.99999625327668969e+03
-1.19998964027649677e+02	 1.99876127252518245e+03
-2.81514313145310560e+01	 1.99101637506403858e+03
-1.67567555819068281e+00	 1.99998871110202981e+03
-1.19999981910069906e+02	 1.99928891833950411e+03
-2.52710151342764711e+01	 1.99976476074142215e+03
 5.99918487457220948e+01	 1.99769425287170770e+03
-2.92854261460952188e+01	 1.99908680095674458e+03
 2.33860417589333014e-01	 1.99635912439686308e+03
-1.19992599941036801e+02	 1.99998330397134282e+03
 5.99999720636319722e+01	 1.99918610914811620e+03
 2.64743985299269156e+01	 1.99998104627896237e+03
-1.19995561401548130e+02	 1.99377544598979057e+03
-2.80450640596369531e+01	 1.99018955302624840e+03
-1.02148917470075085e+00	 1.99797502153672599e+03
