# Voltage [mV]	Duration [ms]
 5.99990207495992820e+01	 1.78603984911665339e+03
 5.99993998691329296e+01	 1.83075622046134481e+03
-3.07571035770510548e+01	 1.98624405177040603e+03
-1.17054891421214748e+02	 1.99995360174286589e+03
-5.53607581834415043e+01	 1.99999397081625557e+03
-6.72606136978077984e+00	 1.99944578518300250e+03
-8.85850589305035072e+01	 1.76651995340908434e+03
-8.22144459494586499e+00	 1.99847572719129266e+03
-8.85586189084910274e+01	 1.99560547555500784e+03
 5.98897537725407858e+01	 1.99048645156870975e+03
 5.99640948028706191e+01	 1.93192326554983083e+03
 5.90419518020750616e+01	 1.99492111571249529e+03
-3.15788010627153568e+01	 1.98959623405264801e+03
-1.19999998912701116e+02	 1.99336359292651559e+03
-5.23092947391659919e+01	 1.96990090787578629e+03
 5.99831872003360331e+01	 1.99965571330154580e+03
-1.04928158103948093e+02	 1.81830151548841854e+03
-5.54754073151248690e+01	 1.99460008374947711e+03
 5.99421892219132815e+01	 1.98811527110438942e+03
-3.37017791552914616e+01	 1.99998569455497727e+03
