# Voltage [mV]	Duration [ms]
 5.99999225512731300e+01	 1.70690149140670542e+02
-1.19986551042596062e+02	 6.62680723535107461e+01
-7.94264296054989671e+01	 5.03094819643526066e+01
-1.14541222508740034e+02	 5.70394671426995927e+01
 5.99995921490099988e+01	 7.02542659553387239e+01
-3.61394073919964995e+01	 5.50759190319192982e+01
-3.51562062109464648e+01	 5.01502558662953888e+01
 5.99954476516182353e+01	 6.08067849251013115e+01
-1.19997874365370535e+02	 6.27326101766467104e+02
-4.34321702413711392e+01	 4.94682357874481625e+02
-1.12265304183769658e+02	 5.02082054182625441e+01
 3.30012109842552093e+00	 5.11721194610553880e+01
 5.99478002416710751e+01	 9.93047880507805303e+01
-2.07741844179025748e-01	 5.01129528176692460e+01
-1.19996303213080083e+02	 5.26515679042800073e+01
-1.17408842970710324e+02	 5.56185486821750104e+01
-1.19797864956420881e+02	 5.83256647778685391e+01
 5.99818438542815500e+01	 8.16460382134397236e+01
 5.99578007548376206e+01	 5.00442716345812428e+01
 1.64455506652185193e+01	 3.40463318836896519e+02
