# Voltage [mV]	Duration [ms]
-1.19999064402858650e+02	 5.00725103698274481e+01
-3.45625315340692651e+01	 3.36620198054806167e+02
-1.19999995545116988e+02	 5.06597679176027711e+01
-1.19095193024884466e+02	 6.82770444875577596e+01
-2.98354194344759946e+01	 3.41258827090480906e+02
 5.99704386320591141e+01	 5.00004967342868696e+01
 5.99999982973865258e+01	 5.00533889985102434e+01
 5.98538795758566664e+01	 5.00024620786167802e+01
-8.12612795688329470e+00	 1.99604354679063749e+03
-1.19999998612142463e+02	 1.58630216817736800e+03
-3.43307214311885218e+01	 2.63542613451057946e+02
-3.44934842076211936e+01	 5.00115925947801045e+01
-1.19125856723267702e+02	 5.00044980393038898e+01
-7.02299053704081189e+00	 1.99999998389643633e+03
 5.99986611707451232e+01	 5.50774466630749302e+01
-2.66921199979857562e+01	 1.99999387773797162e+03
-1.19366577693674643e+02	 1.07407537987259525e+03
-3.32737313850160632e+01	 3.04261556779680632e+02
-3.40008678513306677e+01	 5.00067152589242170e+01
-3.35193475541063748e+01	 5.00415458184884017e+01
