# Voltage [mV]	Duration [ms]
-1.18580009268328453e+02	 5.07108558159815672e+01
-1.19999848378835750e+02	 1.99891691553402097e+03
-1.19999999709422511e+02	 6.18763759480919830e+01
 5.99906689357121081e+01	 1.46920357264597300e+02
 5.99999999725130806e+01	 5.08346260381268138e+01
-8.17934136690247726e+00	 1.99999987566299978e+03
-3.89221120624509354e+00	 1.99999999470308330e+03
-1.19999952884129186e+02	 5.00039291674100710e+01
-1.19989124269942749e+02	 5.22240333323084229e+01
-1.19999999732737720e+02	 5.00002994961240859e+01
 5.99999736591517205e+01	 5.03084637698869770e+01
 5.99825000075332184e+01	 5.00000000011558754e+01
 5.99576741637580994e+01	 1.44746486189624807e+03
-1.19988557079473154e+02	 5.00620791608199980e+01
-1.19469341752126596e+02	 5.00019218141604895e+01
-1.19996647623146686e+02	 5.00000000234578721e+01
-1.18468710311785486e+02	 5.00004003876144125e+01
-1.19896559053056933e+02	 5.00038835940479132e+01
-1.19999382440945880e+02	 5.01107339871580351e+01
 5.99446472417585028e+01	 5.00005198470082846e+01
