# Voltage [mV]	Duration [ms]
 5.99420030376507214e+01	 1.99811238234247276e+03
 5.98620193175395343e+01	 1.99998962317411588e+03
 5.99992967969084816e+01	 7.04341170610506708e+01
-1.14645427442063536e+02	 1.99993414054636082e+03
-1.19964821028107110e+02	 2.08852103650580204e+02
-1.18653832806642697e+02	 7.85471284687057789e+01
-1.19897716025471269e+02	 5.33193379953636608e+01
-1.19634698747481238e+02	 5.53406780023968210e+01
-1.19989421562390646e+02	 6.98591134021839082e+01
-1.19960374034198580e+02	 5.00197593732328940e+01
-1.19860553939417244e+02	 5.72948412121013888e+01
-1.19992052114360035e+02	 5.71065560309831000e+01
-8.46098259815228460e+00	 1.99972453331836437e+03
 5.99600471347911821e+01	 5.76795743604083953e+01
-1.19997179658419654e+02	 5.50334391093309563e+01
-2.37256079320567181e+01	 1.99854571165042398e+03
-1.19723882971204588e+02	 6.75751446579772903e+01
-1.19197784410062852e+02	 5.38723043248562732e+01
-1.19942530299766204e+02	 5.08954684920668825e+01
-1.17900073926561205e+02	 5.03044309323600203e+01
