# Voltage [mV]	Duration [ms]
-1.93111299376673600e+01	 1.99275715386999605e+03
-1.19880045129035025e+02	 5.09517944822922288e+01
-1.18269828431013082e+02	 1.48064959646131274e+03
-1.19864248572780468e+02	 5.05035197668691822e+01
-1.19996569499495891e+02	 1.17587904859762446e+02
-1.18513426403683141e+02	 5.00006494880161156e+01
-1.19995640612110151e+02	 5.01034285462759854e+01
-1.19956552980260781e+02	 1.21426650300448344e+02
 1.82951714480530825e+00	 1.99470535112952757e+03
 5.99581349591238109e+01	 5.00865170006046370e+01
 5.99268401866610247e+01	 5.03137549339827643e+01
 5.99522694610708129e+01	 5.30589117309450415e+01
-1.18096244328131178e+02	 8.13465769834757282e+01
-1.19273265128410387e+02	 5.09929501296416561e+01
-1.19996406010925583e+02	 5.00506947022641739e+01
-1.15809701826255861e+02	 5.66220121078042666e+01
-1.19999891989021094e+02	 5.00079818912373710e+01
-1.19999460833441191e+02	 5.27220295806725332e+01
 5.99999998680226838e+01	 1.85016609973195409e+03
-1.19984645074814580e+02	 5.00005945342947129e+01
