# Voltage [mV]	Duration [ms]
-1.19999998662290608e+02	 5.28672492866744221e+01
-1.17630498936749873e+02	 5.00151989862093274e+01
 5.99387028220988043e+01	 7.47677789964259205e+02
-1.19683262474286266e+02	 5.00515610216598290e+01
-1.19999999965018574e+02	 5.00000797307333258e+01
-1.17104917161403861e+02	 5.08872507795767319e+01
-2.29492255368381137e+01	 1.99999471583753734e+03
-1.19406333948006036e+02	 5.94642391370195540e+01
-1.19637714858003804e+02	 5.00164969811673430e+01
-1.17550126350100598e+02	 7.75449613909771784e+01
-1.19999983966417403e+02	 1.25292039563908602e+02
 5.99995093821803493e+01	 1.73314730509959782e+03
-1.17848829709629939e+02	 5.00299843504167754e+01
-1.19999999413127341e+02	 1.05286679643997886e+02
-1.17989459775802942e+02	 5.03415908250445341e+01
-1.19960738609807848e+02	 5.01156390817250994e+01
-1.19999920843211328e+02	 7.91249735775647423e+02
-1.18192055455610173e+02	 7.32526326967878617e+02
-1.19999220659544278e+02	 5.51844328014669614e+01
-6.11495635433016105e+00	 1.99931699499003093e+03
