# Voltage [mV]	Duration [ms]
-6.90734254506520671e+01	 5.13505721112524682e+01
-7.98971085901041391e+01	 5.14432581236422664e+01
 5.99995434566868724e+01	 2.27544643290617472e+02
-3.87411346919508048e+01	 1.17672216032175626e+02
 5.99974801261111423e+01	 1.21773957942778054e+02
-9.02921161632125688e+01	 1.52590019447402756e+03
 5.99999781471472815e+01	 6.00034636822070183e+02
 2.78144826270704009e+01	 5.93652751243642243e+01
 2.50815963097833681e+01	 1.02750566573636797e+03
-9.07604106604399448e+01	 1.78436263899312462e+03
-8.30853399873826532e+01	 7.06926044762589413e+02
-8.26159346532903385e+01	 6.78792666354948210e+02
-4.99641601392033863e+01	 3.49924921364197303e+02
-8.03773973375687802e+01	 5.71279720401896839e+02
-7.97013061750671028e+01	 8.71413801166149824e+02
 5.99999991964713217e+01	 2.54424945341371057e+02
-9.60502142205658913e+01	 4.93629328952405388e+02
-8.67400096349974206e+01	 1.44154596107727434e+03
 5.99992589975154260e+01	 3.10210156952171531e+02
-1.08434727408989488e+02	 5.14472083113036334e+01
