# Voltage [mV]	Duration [ms]
-8.17696985374770264e+01	 6.84345426576382351e+02
-8.16645180109244961e+01	 9.44540765017694525e+02
 5.99994889722557900e+01	 3.69110999262960718e+02
-9.76221023008353086e+01	 3.01349965489372039e+02
-8.98436185017624780e+01	 1.41493017194686718e+03
 5.99998829607121493e+01	 2.42349180122562842e+02
-9.52864746679068162e+01	 6.31149960745562225e+02
-8.69020147352369179e+01	 1.96480081991980319e+03
 5.99994170347495768e+01	 3.44076592433606606e+02
-9.51582914752853810e+01	 4.53496975745810801e+02
-8.96881919278526141e+01	 4.15474676478476908e+02
-8.71554461411577819e+01	 1.69146193632945642e+03
-8.26887630215790068e+01	 6.69643536043127597e+02
-8.07242171938680144e+01	 8.92937102281018497e+02
-8.31978172129004179e+01	 8.06825150380393666e+02
 5.99998160569435584e+01	 7.23047338506250640e+02
 2.71062832696171938e+01	 4.89545433416885771e+02
 2.61292229162271248e+01	 8.81260062239020385e+02
-9.20270208416664843e+01	 1.06860942532128774e+03
-8.78039871626873207e+01	 2.33572596755000177e+02
