# Voltage [mV]	Duration [ms]
 5.99839962901796753e+01	 1.99287541839333312e+03
 2.66984795792203755e+01	 1.99380291649076230e+03
-1.19708154804529485e+02	 1.64901224230332127e+03
-3.87930140733529001e+01	 1.99893384279006477e+03
-4.01336381539015434e+01	 1.99966763997178828e+03
-4.14408618202347654e+01	 1.98301712064320100e+03
 5.99957535333603857e+01	 1.99517192936655670e+03
 2.88980084777906541e+01	 1.99382600621098391e+03
 2.86138532007715476e+01	 1.99122393590364481e+03
 2.98658216815633040e+01	 1.98316485572108581e+03
-1.19995904268449337e+02	 1.47534269983881904e+03
-3.76231978048189717e+01	 1.89779102764116783e+03
-4.21045721044933927e+01	 1.94279435611752911e+03
 5.99981829107930267e+01	 1.74446713852053313e+03
-2.83629834581682374e+01	 1.99828429627299238e+03
 5.99988983466820898e+01	 1.96113429457293091e+03
 2.76271828318040207e+01	 1.99635019574724129e+03
-2.35924757817579831e+01	 1.22812255342894014e+03
-1.19582192485668756e+02	 1.48492046519091355e+03
-1.41556507310749851e+01	 1.98422590212870568e+03
