# Voltage [mV]	Duration [ms]
 5.99975260979624281e+01	 1.89483892195836097e+03
 3.13863136700723864e+01	 1.94971937288667368e+03
 2.94459318803283523e+01	 1.00348198819184120e+03
-1.01242315833120415e+02	 1.94244740819565504e+03
-4.00575102449277480e+01	 1.98563238283426381e+03
-4.24038175207933818e+01	 1.99506267099469915e+03
 5.99957797371234918e+01	 1.93522067197648107e+03
-1.19980089206182654e+02	 1.22693946749749648e+03
-1.65623223246386182e+01	 1.98607083416602359e+03
-1.14488986411783085e+01	 1.08849371133750128e+03
-1.19962380964716061e+02	 1.34038024844356482e+03
-3.93051465570464202e+01	 8.33305002952288532e+02
-4.01191167931467874e+01	 1.92010075530259246e+03
-4.31227121127525308e+01	 1.99971608190596157e+03
-4.15063201678461695e+01	 1.99859401597113288e+03
 5.99995382593756474e+01	 1.99933645140458111e+03
 2.97890637731233134e+01	 1.99766919608886474e+03
 2.98420872218615472e+01	 1.99468256631834811e+03
-2.72539537666475660e+01	 1.99999762534843831e+03
 5.99970426452232175e+01	 1.96329307010489515e+03
