# Voltage [mV]	Duration [ms]
 5.98658365588521164e+01	 6.71429704450442387e+02
 5.98884476975581137e+01	 1.99986054977233516e+03
-1.19806866214220960e+02	 1.98859915831204557e+03
-4.07211220488440944e+01	 1.99963826711829597e+03
-4.23847490859952103e+01	 1.97799651547486474e+03
 5.99943202382708378e+01	 1.46103555547905626e+03
 3.60176154690431005e+01	 1.24769300238019468e+03
-1.19998625191342754e+02	 1.95025274759903436e+03
-1.39419049454627384e+01	 1.99862137246082989e+03
-8.96666973563191192e+01	 1.39543898860612171e+03
-4.38705236110592907e+01	 1.88180374439069101e+03
-4.39150521097489985e+01	 1.44161222478088985e+03
 5.99692127219639275e+01	 1.82996881804470081e+03
-1.19996735199097117e+02	 1.68552518604304873e+03
-4.16313593095431429e+01	 1.86455501689083530e+03
-4.21761247307517522e+01	 1.34353688736206641e+03
 5.99757165894021469e+01	 1.98651244718824046e+03
 3.88113423194924962e+01	 1.72880938000994638e+03
 3.95066176017019401e+01	 1.99667099805136286e+03
 3.81912969467193193e+01	 1.99810920199351813e+03
