# Voltage [mV]	Duration [ms]
-4.65412633221378798e+01	 1.98895514343702735e+03
 5.99992775348651719e+01	 5.24699245913460430e+01
 5.99999944728679679e+01	 1.97026016669564297e+03
-3.24641500491779880e+01	 1.99928709085923037e+03
 5.99999555194421532e+01	 1.99448231730163798e+03
 3.04338095983635810e+01	 1.99988835782620845e+03
 3.04318846283390485e+01	 1.99850555454826804e+03
 3.00466072391010641e+01	 1.99739020641130492e+03
-2.57203527275690504e+01	 1.99856512418640523e+03
-1.19999938757673149e+02	 1.99958512505767453e+03
-1.19798939307146071e+02	 1.99761098322022303e+03
 5.99856143032509408e+01	 1.97498474226025428e+03
-8.85425269832232544e+01	 1.99460063818828621e+03
-2.04643406683900082e+01	 1.99993131736586361e+03
-4.43791258380909568e+01	 1.99936799158400186e+03
-4.39690072853700400e+01	 1.99807692571043208e+03
 5.99855571131135719e+01	 1.99750321316804002e+03
-1.19494240141907255e+02	 1.99010360350031942e+03
-4.18885855059173338e+01	 1.99838440685159844e+03
 5.99807053883594961e+01	 1.95229406366985336e+03
