# Voltage [mV]	Duration [ms]
 5.99946420753575183e+01	 1.99805951259057065e+03
 2.99869803585977479e+01	 1.99999605203236842e+03
-2.62174107686096676e+01	 1.99829918919484999e+03
-8.84113907452686192e+01	 1.93875724310418059e+03
-4.68952372797840695e+01	 1.99987576584538147e+03
 5.99484753848638832e+01	 1.99997383485642854e+03
-3.31803640600320193e+01	 1.98503740532513984e+03
 5.99712460822862852e+01	 1.97332055656444049e+03
-1.14095585314062305e+02	 1.81592642789958472e+03
-4.25243735349705645e+01	 1.99997398393398953e+03
-2.06162168498206881e+01	 1.94872366731566194e+03
-4.42945583154351823e+01	 1.99986833840657118e+03
-4.51559214162445670e+01	 1.95518202168931543e+03
 5.99854371449308417e+01	 1.98273846130194624e+03
 2.92762903410775266e+01	 1.98078938126015191e+03
-8.84696520709050134e+01	 1.99965405546343209e+03
-4.26533416924768716e+01	 1.99682299242749627e+03
 5.99994769107264574e+01	 1.99999557897573072e+03
 2.96882230883907141e+01	 1.99981156193032007e+03
-1.19999986959200982e+02	 1.97523926277741566e+03
