# Voltage [mV]	Duration [ms]
 1.68000670810987174e+00	 5.00001966527664763e+01
 5.99898706490695872e+01	 1.99866291631378226e+03
 3.01801412121906765e+01	 1.99998941119977508e+03
-8.84473932548985289e+01	 1.99448895005652662e+03
-4.48600794721615159e+01	 1.98585831570344931e+03
-1.19486280260111911e+02	 1.99999999977822495e+03
 5.99999986736649191e+01	 1.99536156339375611e+03
-2.50483009559029313e+01	 1.99179570116987952e+03
-8.84431537659586127e+01	 1.99995240229805859e+03
-4.49710319391095368e+01	 1.99998321006790843e+03
-4.67737132058141185e+01	 1.99977649147674310e+03
 5.99976331446422648e+01	 1.99014365702989517e+03
 3.04743048605352840e+01	 1.99812393333395039e+03
 3.05642695357232981e+01	 1.99930183423483800e+03
-1.19999996639714411e+02	 1.99858015784158442e+03
-4.20606332298372081e+01	 1.99963055478453725e+03
-4.36115214550441550e+01	 1.99989854485473165e+03
-4.64384890635480616e+01	 1.99739403741428009e+03
 5.99966734552738217e+01	 1.99974003513381672e+03
 2.96555579001202432e+01	 1.99048257303254400e+03
