# Voltage [mV]	Duration [ms]
 5.99997150056373698e+01	 1.99998532701069553e+03
-8.84419943149266743e+01	 1.99997647322814259e+03
-4.39284882172468656e+01	 1.99999913712492116e+03
-8.52588733921986375e+00	 5.04438105044579075e+01
 5.99865135097598738e+01	 1.99993283961271982e+03
 3.07792528263133249e+01	 1.99997797137470138e+03
-1.19776310423236623e+02	 1.99880891235240756e+03
-4.23102568452417813e+01	 1.99983855673815356e+03
 5.99944545156638753e+01	 1.99985904714331582e+03
-1.16419644676188298e+02	 1.98723280455346026e+03
-4.21819332147318704e+01	 1.99984318523368211e+03
-4.34206032395281198e+01	 1.99898995323889335e+03
 5.99995032414040566e+01	 1.99774913938903774e+03
 3.16503787565772541e+01	 1.99952899916630372e+03
 3.13009576765076929e+01	 1.99995027298965215e+03
-1.19731316317596153e+02	 1.99986598713285071e+03
-4.14671636803571317e+01	 1.99601590235977005e+03
 5.99997967171447613e+01	 1.99766397447861550e+03
 3.08545043863215085e+01	 1.99893051041511603e+03
-2.44191713039354710e+01	 1.99433019902897013e+03
