# Voltage [mV]	Duration [ms]
-1.19990394951769019e+02	 5.04354029890656292e+01
-1.18982369961038856e+02	 5.20250731722921458e+01
 5.99994119887644501e+01	 2.15281534193176157e+02
-3.37810350462100075e+01	 5.20047113714705560e+01
-1.18323689771089434e+02	 5.22530351874206431e+01
 5.99724836308340628e+01	 1.85637341581298756e+02
 1.59128356016287569e+01	 8.18172795867919689e+01
 1.90409908203957059e+01	 5.14960408588034113e+01
 2.02916323319325045e+01	 7.23448955250196235e+01
 2.24285633198526853e+01	 5.04415408334520023e+01
-3.75389039608881490e+01	 5.01896733179014944e+01
-1.14807222960721418e+02	 5.03126747844010680e+01
-7.93057169752601681e+01	 5.20690690207270634e+01
-1.19953030134116744e+02	 5.22562329583151495e+02
-4.05753181712248647e+01	 8.45242280688877941e+01
-1.15915777503368346e+02	 5.94201259137405557e+01
-3.54858411276650543e+01	 5.51625035766333127e+01
-1.19671196424414177e+02	 6.00664217366819742e+01
-3.98448831016712859e+01	 2.97808961964720993e+02
 5.99988873345803029e+01	 6.97277480805882703e+01
