# Voltage [mV]	Duration [ms]
-4.14069056148270107e+01	 5.14330341701370557e+01
-1.18989532499526462e+02	 5.18837289004019766e+01
 5.98669382831957932e+01	 5.47192417432785874e+01
-3.35190577815203312e+01	 5.98603311235359143e+01
 5.99966177867103454e+01	 1.23995911730032319e+02
-1.14383760455889359e+02	 7.41027159007289669e+01
-1.15508977348334611e+02	 6.41639704264320443e+01
-1.19919629973768849e+02	 4.87139354230010667e+02
-3.44149419127700469e+01	 5.75862378996577178e+01
-4.44069077985862464e+01	 6.02540904307689686e+01
-4.45987202961122620e+01	 1.84401080734773046e+02
-3.32053061003062595e+01	 5.60344995425005763e+01
 5.99863211722857557e+01	 1.20199506884514264e+02
-1.18731852008431844e+02	 5.02257864689582334e+01
 5.99807755260581814e+01	 1.39957378210378693e+02
 1.62258758721547167e+01	 1.16392843470268986e+02
 1.97986364605251595e+01	 1.26680511414746178e+02
-1.19458281746836107e+02	 5.19822344780910583e+01
-1.10888179420144098e+02	 5.11949622941980849e+01
 2.30759305421553051e+00	 5.08001900472589440e+01
