# Voltage [mV]	Duration [ms]
-4.51122057460830348e+01	 1.99999911017678505e+03
-4.69338228582040813e+01	 1.99092772225442150e+03
 5.99999244170940642e+01	 1.99903145135186196e+03
 3.05420872492933029e+01	 1.99999296300259834e+03
-1.19976804278252786e+02	 1.99030849409193820e+03
-4.21717983963333580e+01	 1.99968056855765508e+03
 5.99996632821320190e+01	 1.65859524881407697e+03
-1.19976151770820053e+02	 1.99886805026352249e+03
-2.07908647165990459e+01	 1.99756507232863783e+03
 5.99971316943341435e+01	 1.99999998199940524e+03
 3.19298235179610401e+01	 1.99995690463831443e+03
 3.17899364249296639e+01	 1.99994225233600741e+03
-1.15327490605915941e+02	 1.91397560216569150e+03
-4.20390190134133803e+01	 1.99897432725970248e+03
-4.40525957290291927e+01	 1.99995394920684021e+03
-4.60890266188706335e+01	 1.99816665391977244e+03
 5.99930460848820246e+01	 1.99999995396163513e+03
-2.83230972228287499e+01	 1.99741354672744365e+03
-6.08098858133549172e+01	 1.99861047450342858e+03
 5.99994610815780050e+01	 1.96119348843249782e+03
