# Voltage [mV]	Duration [ms]
-4.34875801579100170e+01	 1.99859215884376749e+03
-4.53432579484788363e+01	 1.99999756032585697e+03
-1.20306957087920381e+01	 9.83573789516556758e+01
 5.99975767532361601e+01	 1.99512864552838550e+03
 3.15679090722418039e+01	 1.99998684042278092e+03
 3.20637802135204595e+01	 1.99481116783122729e+03
 3.13884513115327763e+01	 1.99439787770296675e+03
-1.19264755068932800e+02	 1.99882829947909522e+03
-4.41358844213911539e+01	 1.99989657529247870e+03
 5.99998528294156870e+01	 1.90744662628013589e+03
-8.84320362360931966e+01	 1.99961897456231463e+03
-1.19437154800631660e+02	 1.98995215217412283e+03
-4.72469585580973046e+01	 1.99490859723982385e+03
 5.99996119594682966e+01	 1.97874067442613932e+03
-2.94386623823966858e+01	 1.99993929219808774e+03
 5.99758723797444873e+01	 1.99999995350871995e+03
-1.19895212027315509e+02	 1.99955777957680061e+03
-4.39006290562915211e+01	 1.99983652360210658e+03
 5.99968501835744235e+01	 1.99294009523431396e+03
 3.09989374410102982e+01	 1.99612938409840422e+03
