# Voltage [mV]	Duration [ms]
-4.94004713503886705e+01	 1.97998788909050086e+03
 5.99999990009099804e+01	 1.99938663665942545e+03
-2.42345555641354480e+01	 1.99983585216079996e+03
-1.19685638701076982e+02	 1.99998262561134607e+03
-4.71855169894257216e+01	 1.99959068837484028e+03
 5.99930963129934014e+01	 1.96130040833813428e+03
-1.18249586470872870e+02	 1.99703956737071485e+03
-4.30874268997613825e+01	 1.99685275176738924e+03
 5.99953886028424677e+01	 1.99320574599804263e+03
 2.94478811219579484e+01	 1.99512260530284493e+03
-1.19999327736136351e+02	 1.72645945216160021e+03
-1.89260557470803121e+01	 1.99920777149541368e+03
-4.37622162816182652e+01	 1.99307155238228961e+03
-8.83656522231057551e+01	 1.98064550144570421e+03
-4.48670555727928502e+01	 1.99274939324844354e+03
-4.76596544975435989e+01	 1.97454405641745871e+03
 5.99988952651242471e+01	 1.99540878366002494e+03
 3.05999899312514572e+01	 1.99436054203155118e+03
 3.09180812018925621e+01	 1.99523447346366834e+03
 3.00073154590808713e+01	 1.99557712228590003e+03
