# Voltage [mV]	Duration [ms]
 5.99971880714604993e+01	 1.99979551814276738e+03
 3.11422113762018853e+01	 1.99740255133729374e+03
 3.07418482283164280e+01	 1.99937833275081289e+03
-1.19999769161634632e+02	 1.99994397561806454e+03
-4.15773215225673596e+01	 1.99944140212705383e+03
 5.99973527717264972e+01	 1.15690408957443424e+03
-3.29323860372989685e+01	 1.99412390836249256e+03
 5.99995548059120551e+01	 1.98623887875388823e+03
-3.25552484088528473e+01	 1.99974235688794647e+03
 5.99934582670984184e+01	 1.87892700318934658e+03
-8.84807670073399208e+01	 1.99639327340480190e+03
-4.30287922675397567e+01	 1.99910474711155780e+03
-4.45471146863285838e+01	 1.99949250573153881e+03
 5.99850892936007654e+01	 1.99993457791935930e+03
-1.14727803776486397e+02	 1.99999615427682625e+03
-2.13523435972839621e+01	 1.99995431306533487e+03
-8.86422043079095801e+01	 6.09427914862457953e+01
-4.20677617153496044e+01	 1.99825424721658851e+03
 5.99999820481898496e+01	 1.99918220077185333e+03
 3.01689188151038366e+01	 1.99820382906013356e+03
