# Voltage [mV]	Duration [ms]
-1.19671161731371981e+02	 5.49880211281104891e+01
-4.62651888798117881e+01	 1.98100884387634073e+03
 5.99819864927251558e+01	 1.99966612553758591e+03
 3.14784314471719711e+01	 1.99991230172697328e+03
 3.14807112108033493e+01	 1.99909493697002995e+03
-1.19999511639892532e+02	 1.99999949754499721e+03
-4.15668562323657369e+01	 1.99823889823868399e+03
 5.99936070718515566e+01	 1.00532555282214878e+03
-1.19835984442998608e+02	 1.99876543392209010e+03
 5.99946306630079675e+01	 1.99992343037714272e+03
-1.19979192254839745e+02	 1.99979522927918538e+03
-4.24907591915840470e+01	 1.99298908892903341e+03
 5.99997425410961398e+01	 1.98994635363938664e+03
-2.85010167187288772e+01	 1.99836052334353303e+03
-8.83071523395096847e+01	 1.99781777552771177e+03
 5.99910885745452731e+01	 1.99989479689113864e+03
-1.19992323946875715e+02	 1.99709753367303688e+03
-4.13161355702984139e+01	 1.99731728339366828e+03
-4.14298502490871670e+01	 1.99992588158809326e+03
-1.98423855190535647e+01	 1.99457943230560636e+03
