# Voltage [mV]  Duration [ms]
-4.92806847714222585e+01	 1.99182511681944220e+03
 5.99999920647062197e+01	 1.99988740241881692e+03
-1.19706852116790273e+02	 1.99999995731558897e+03
-4.28991215330921563e+01	 1.99984671574629351e+03
-4.44552304731353018e+01	 1.98982643739378818e+03
-4.71436065277032839e+01	 1.99879488471435775e+03
-4.79937318824959220e+01	 1.99978723847114156e+03
 5.99960775624417124e+01	 1.99945061752314041e+03
-1.19669437086949159e+02	 1.99857363981063486e+03
-1.99042323713212852e+01	 1.99501348991887085e+03
-4.37052558668070645e+01	 1.99881994163956938e+03
 5.99869773549478396e+01	 1.78230917902366059e+03
-2.79763601386211747e+01	 1.99983164279135030e+03
-8.84428414626992492e+01	 1.99903345845871490e+03
 5.99996522608341252e+01	 1.99675992104446823e+03
 3.10370081578697921e+01	 1.98739553555400221e+03
 3.14052883223235142e+01	 1.99838223484895775e+03
 3.01180762709166743e+01	 1.99994794437074302e+03
-1.19999550945303071e+02	 1.71296948027728786e+03
-4.28123280232058647e+01	 1.98793678267868177e+03
